country,year,qod,instaccount,elecaccount,socaccount,qog,fisccap,coordcap,delivcap,qol,soclife,econlife,envlife,uncertainty,trust,confgov,population,gdp_capita,gdp_growth,inflation,regime,globalization,civil_war,interstate_conflict
CAN,2001,85.39,76.21,88.92,86.21,80.02,57.89,81.92,83.23,89.23,88.46,84.43,97.55,0.093581475,,,31020902,37394,1.40552758872816,2.52512013979907,3,81.1551895141602,0,0
CAN,2002,84.73,76.18,88.68,84.63,79.66,54.47,81.71,83.16,89.71,89.0,84.64,97.43,0.07420505,,,31360079,38255,3.42214617132493,2.25839440940856,3,79.4722061157227,0,0
CAN,2003,84.97,76.01,88.65,84.65,79.5,53.78,81.54,83.15,89.7,89.06,84.56,97.52,0.06710695,,,31644028,39357,3.81109015282463,2.75856321360112,3,80.1255874633789,0,0
CAN,2004,84.73,78.64,87.13,84.63,79.65,54.83,81.71,83.13,89.7,89.25,83.7,97.53,0.0501974,,,31940655,40518,3.91402878219242,1.85725871857261,3,80.373046875,0,0
CAN,2005,84.64,78.68,87.27,84.53,79.59,55.38,81.64,83.09,90.54,89.81,85.04,98.71,0.033652325,,,32243753,42142,4.99586086930171,2.21355203439764,3,80.4707412719727,0,0
CAN,2006,85.69,79.45,89.53,84.32,79.74,56.35,81.73,83.11,90.28,89.88,84.11,97.56,0.05249855,0.42798963,2.2978177,32571174,43456,4.16581762720676,2.00202539534156,3,80.772819519043,0,0
CAN,2007,85.61,79.86,89.47,83.77,84.03,56.52,81.83,91.2,90.59,90.45,83.24,97.69,0.04439605,,,32889025,45992,6.86860885703047,2.13838399266843,3,82.0341720581055,0,0
CAN,2008,85.25,79.82,89.12,83.58,83.76,54.99,81.68,91.14,90.54,90.55,83.03,97.77,0.021781575,,,33247118,45955,1.00762269545756,2.37027067444294,3,81.9786605834961,0,0
CAN,2009,85.47,79.84,88.92,83.8,83.98,55.48,81.62,91.43,91.15,91.29,83.02,97.67,0.032940925,,,33628895,44103,-2.92840016684549,0.299466803009284,3,82.1780700683594,0,0
CAN,2010,85.64,80.63,89.0,83.82,83.91,52.93,81.86,91.4,91.74,91.2,85.36,99.05,0.054860375,,,34004889,44963,3.08949461982786,1.77687154092629,3,82.3948669433594,0,0
CAN,2011,82.91,80.27,83.2,83.73,83.73,53.1,81.77,91.24,91.75,91.89,82.82,98.87,0.0526934,,,34339328,45926,3.14688137207058,2.91213508872355,3,82.3602066040039,0,0
CAN,2012,83.07,80.27,83.23,84.13,83.86,53.62,81.78,91.32,91.91,91.99,82.93,99.11,0.081159475,,,34714222,46231,1.76222254945881,1.51567823124521,3,82.6527709960938,0,0
CAN,2013,83.32,79.14,83.61,84.39,85.21,53.63,84.09,91.93,91.06,90.98,82.65,99.09,0.03606185,,,35082954,46810,2.3291225062102,0.93829189781521,3,82.5522918701172,0,0
CAN,2014,83.35,79.84,83.34,84.41,85.14,54.19,84.01,91.86,90.74,90.54,82.84,99.14,0.011104275,,,35437435,47672,2.87003607545671,1.90663590717873,3,83.6579895019531,0,0
CAN,2015,84.75,78.54,87.51,84.34,85.41,56.54,84.08,91.92,91.24,90.14,86.91,99.15,0.061205125,,,35702908,47630,0.659176863558869,1.12524136094279,3,83.6066818237305,0,0
CAN,2016,86.08,78.8,88.92,85.83,86.1,57.12,85.2,92.01,90.57,90.47,82.3,99.21,0.037583275,,,36109487,47565,1.00139441390405,1.4287595470108,3,83.8520660400391,0,0
CAN,2017,86.27,78.71,88.92,86.07,86.04,57.16,85.2,91.99,93.22,92.61,87.46,99.15,0.084525925,,,36545295,48490,3.03988022528195,1.5968841285297,3,83.8473587036133,0,0
CAN,2018,85.47,75.75,88.86,85.17,85.3,58.34,84.24,91.35,91.89,92.1,83.17,97.79,0.06031055,,,37065178,48780,2.77704055379553,2.268225672481,3,84.0956192016602,0,0
CAN,2019,86.11,68.68,90.76,88.87,81.84,59.09,76.45,91.17,92.81,92.12,87.85,97.85,0.142376875,,,37593384,48887,1.87959202770178,1.94926902411596,3,84.2529144287109,0,0
CHE,2000,91.21,84.1,86.86,95.74,80.9,44.55,84.47,84.84,93.0,91.39,91.24,98.44,0.0093642,,,7184250,58404,3.97640923409377,1.55852919679006,3,87.1454086303711,0,0
CHE,2001,91.29,84.46,86.77,95.62,80.79,42.65,84.54,84.81,93.87,91.58,95.1,98.55,0.06456535,,,7229854,58797,1.57581726236337,0.989020329832555,3,87.5524749755859,0,0
CHE,2002,91.18,84.17,86.86,95.71,81.02,43.96,84.65,84.97,93.94,91.65,95.28,98.5,0.094595775,,,7284753,58449,-0.00550646252790443,0.64271150654328,3,86.2549285888672,0,0
CHE,2003,91.95,87.8,87.13,95.74,80.94,43.03,84.64,84.89,93.96,91.69,95.14,98.47,0.09084105,,,7339001,58040,-0.0468463729696538,0.638272930887213,3,86.7501907348633,0,0
CHE,2004,91.7,87.51,87.04,95.66,80.86,43.02,84.53,84.84,92.88,90.3,95.32,98.49,0.0592261,,,7389625,59243,2.82152811537493,0.802908730955216,3,86.6605682373047,0,0
CHE,2005,91.87,87.68,87.07,95.66,80.81,43.58,84.45,84.86,92.29,90.27,92.21,98.4,0.03091195,,,7437115,60698,2.88263843406537,1.17195420333701,3,87.489501953125,0,0
CHE,2006,91.89,87.8,87.07,95.64,80.88,43.76,84.44,84.76,93.93,92.0,93.95,98.5,0.036383025,,,7483934,62724,4.01500760763153,1.05950928324804,3,87.1244354248047,0,0
CHE,2007,92.83,87.73,89.21,95.64,80.8,43.92,84.48,84.69,94.49,92.32,95.29,98.62,0.027367675,0.53907073,2.7049901,7551117,64723,3.99572224602716,0.732350603122241,3,88.1100158691406,0,0
CHE,2008,92.72,87.78,88.89,95.59,80.98,44.79,84.78,84.71,93.05,90.34,95.71,98.65,0.0232972,0.55420882,2.6432893,7647675,65282,2.75551143575311,2.42604117060162,3,88.2253265380859,0,0
CHE,2009,92.67,87.71,89.06,95.62,80.97,44.83,84.62,84.78,92.36,89.53,95.69,98.56,0.026902475,,,7743831,63039,-2.07963321979709,-0.480481936423328,3,88.1564254760742,0,0
CHE,2010,92.86,87.59,89.18,95.69,80.87,44.42,84.58,84.8,92.37,89.77,94.45,98.42,0.0329623,,,7824909,64259,3.26810165603702,0.688238707220017,3,88.5350952148438,0,0
CHE,2011,93.25,87.2,89.53,95.76,80.98,44.78,84.61,84.78,93.17,90.33,96.67,98.44,0.036863525,,,7912398,64624,1.92044598533703,0.231349207650894,3,88.0013427734375,0,0
CHE,2012,92.97,87.66,89.71,95.64,80.96,45.11,84.61,84.82,93.54,90.74,96.74,98.49,0.051100425,,,7996861,64585,1.21719365684089,-0.692552018105236,3,89.7272262573242,0,0
CHE,2013,93.27,87.83,89.82,95.66,81.09,45.33,84.63,84.87,93.48,90.42,97.32,98.62,0.066470675,,,8089346,65029,1.82166779082581,-0.217323155115639,3,89.7772750854492,0,0
CHE,2014,93.0,87.68,89.68,95.69,81.03,45.14,84.61,84.82,93.54,90.73,96.58,98.83,0.09592145,,,8188649,65814,2.44684515688446,-0.0132025387515987,3,90.4403533935547,0,0
CHE,2015,92.42,87.66,88.33,95.76,83.17,46.81,83.64,89.35,93.81,91.25,95.66,98.94,0.173798625,,,8282396,65937,1.65776871127174,-1.14390867228178,3,90.4265441894531,0,0
CHE,2016,92.45,87.59,88.27,95.74,83.16,47.02,83.71,89.37,94.8,91.86,98.19,99.26,0.229975175,,,8373338,66344,2.04518646926613,-0.434618664285843,3,90.7280044555664,0,0
CHE,2017,93.38,90.81,88.77,95.81,83.27,48.82,83.64,89.38,93.85,91.19,96.13,99.29,0.13543555,0.59283084,2.7262385,8451840,66911,1.58481961645738,0.533787839825886,3,90.6140899658203,0,0
CHE,2018,93.36,91.0,88.89,95.74,85.32,48.19,88.24,89.35,95.25,92.84,96.77,98.74,0.077792325,,,8514329,68246,2.91690509826611,0.936335464113605,3,90.4535522460938,0,0
CHE,2019,93.05,90.74,88.36,95.76,85.34,49.41,88.19,89.32,95.21,93.03,96.16,98.64,0.212446575,,,8575280,68394,1.21099220711962,0.362886179940635,3,90.4512786865234,0,0
CHL,2000,89.41,78.73,92.79,89.41,74.42,27.37,74.8,83.43,74.24,72.52,72.66,96.5,0,0.22775146,2.5905478,15342350,15687,5.32693841919777,3.8432729570657,3,65.9949569702148,0,0
CHL,2001,89.69,78.18,92.84,89.34,74.66,27.63,75.07,83.47,75.22,72.72,77.18,96.23,0.0290434,,,15516112,16024,3.30304731251734,3.56910053001465,3,69.2761535644531,0,0
CHL,2002,89.44,78.54,92.87,89.51,74.49,27.94,74.75,83.43,75.93,73.35,77.99,96.38,0.0100325,,,15684413,16344,3.10697053225807,2.48939816650703,3,69.6045455932617,0,0
CHL,2003,89.41,78.32,92.79,89.41,74.34,28.18,74.47,83.39,76.02,73.38,77.9,97.31,0.027346925,,,15849649,16835,4.091047684663,2.81017875743615,3,72.0555267333984,0,0
CHL,2004,89.47,78.3,92.84,89.43,74.62,30.23,74.76,83.27,75.99,73.67,77.04,96.64,0.029764575,,,16014972,17863,7.20953970943941,1.05473871403516,3,73.9995651245117,0,0
CHL,2005,92.56,87.13,96.04,89.15,75.06,34.93,74.82,83.32,76.29,74.16,76.66,96.61,0.023623375,,,16182713,18693,5.74283048947626,3.05257621387848,3,72.832878112793,0,0
CHL,2006,93.47,88.62,96.16,89.58,75.47,40.72,74.77,83.24,77.21,74.4,79.26,97.9,0.005246925,0.12558466,2.3939655,16354507,19665,6.31717634316912,3.39201733699404,3,74.5086135864258,0,0
CHL,2007,93.82,91.44,95.87,89.58,75.43,41.87,74.6,83.2,78.89,76.76,79.04,97.05,0.005532425,,,16530201,20410,4.90532450357452,4.40779938398046,3,76.4785766601562,0,0
CHL,2008,93.93,91.29,95.95,89.55,75.35,36.35,74.67,83.77,79.37,77.35,79.0,97.09,0.0005561,,,16708255,20906,3.52953055323739,8.7162687303961,3,77.0994720458984,0,0
CHL,2009,93.05,91.65,95.25,89.27,74.77,28.76,74.67,83.88,78.76,76.56,78.73,98.06,0,,,16886184,20362,-1.56423944301861,0.353045178360941,3,76.2517547607422,0,0
CHL,2010,93.96,92.49,96.48,88.87,74.35,34.33,74.77,82.22,78.97,77.05,77.75,97.8,0.0281574,,,17062531,21329,5.84417729579263,1.41071107954318,3,75.8191986083984,0,0
CHL,2011,94.43,92.37,96.63,89.34,74.49,37.18,74.56,82.23,81.92,80.38,79.28,97.74,0.02080105,,,17233584,22408,6.11091882913553,3.34121694259299,3,77.1987991333008,0,0
CHL,2012,94.21,92.57,96.45,89.36,74.48,36.86,74.61,82.24,82.15,80.64,79.42,97.99,0.020414475,0.1277034,2.1370559,17400359,23373,5.31862800043552,3.00744840213049,3,76.6797332763672,0,0
CHL,2013,93.47,91.19,95.13,89.53,70.61,33.31,70.67,78.76,81.11,79.37,79.21,97.86,0.079977175,,,17571511,24082,4.04500429814718,1.78955553984587,3,76.4093551635742,0,0
CHL,2014,93.85,92.04,94.93,89.91,71.91,32.29,70.88,81.15,82.33,81.0,79.12,98.09,0.045706375,,,17758969,24249,1.76673978363932,4.71867527854671,3,77.2790069580078,0,0
CHL,2015,93.14,91.15,95.66,88.49,70.27,34.6,70.84,77.68,81.97,80.43,79.32,97.92,0.101478875,,,17969356,24517,2.30376703612379,4.3487735321705,3,76.3579864501953,0,0
CHL,2016,92.97,91.19,95.72,88.34,70.14,33.03,70.66,77.75,82.24,80.84,79.16,98.1,0.082695175,,,18209072,24608,1.71108928867041,3.78619355893115,3,76.449836730957,0,0
CHL,2017,92.89,92.23,95.1,88.04,70.21,33.56,71.06,77.69,82.07,80.57,79.51,97.96,0.061890725,,,18470435,24548,1.18454470657974,2.18271846868523,3,76.3286972045898,0,0
CHL,2018,90.3,90.98,95.19,82.8,72.16,35.19,71.25,80.92,82.52,80.36,82.46,98.35,0.082589025,0.13185789,2.1676404,18729166,25165,3.71385917709956,2.43488981353058,3,75.9848709106445,0,0
CHL,2019,88.42,92.52,95.31,78.04,68.14,34.48,66.54,77.38,83.0,80.76,83.4,98.2,0.095676675,,,18952035,25131,0.942005306544473,2.55754475703323,2,75.8389282226562,0,0
CHN,2000,20.71,33.33,11.82,34.19,38.33,16.72,41.8,44.49,62.55,64.44,55.66,80.29,0.01677425,,,1262645000,3452,8.49009340575191,0.347811226864599,0,51.8166275024414,0,0
CHN,2001,20.22,33.53,11.44,33.95,38.65,18.01,41.92,44.82,64.12,64.84,61.75,81.05,0.038323825,0.54517132,3.3567073,1271850000,3712,8.3357334781433,0.719125609120107,0,53.4488487243652,0,0
CHN,2002,21.21,33.45,11.97,35.33,38.89,20.64,42.0,44.78,64.83,65.51,62.34,81.47,0.0246314,,,1280400000,4024,9.13363078993316,-0.731970902350276,0,54.4999923706055,0,0
CHN,2003,21.07,33.02,12.41,35.35,38.94,20.28,42.19,44.8,65.3,65.97,62.64,81.71,0.026726925,,,1288400000,4401,10.038030481108,1.12760348729636,0,55.6791763305664,0,0
CHN,2004,21.68,33.24,11.73,36.23,38.96,20.96,42.23,44.75,65.26,65.75,63.11,82.15,0.012633825,,,1296075000,4817,10.1136213780461,3.82463743108159,0,57.9568176269531,0,0
CHN,2005,21.24,33.5,10.85,36.18,40.87,24.9,42.67,47.37,65.85,66.95,61.37,82.29,0.004417,,,1303720000,5335,11.3945918097286,1.77641407667574,0,59.4688606262207,0,0
CHN,2006,21.18,33.5,10.24,36.32,40.99,25.41,42.78,47.39,67.36,67.85,64.96,83.02,0,,,1311020000,5980,12.7209556651735,1.64943099455862,0,60.6452140808105,0,0
CHN,2007,21.48,33.29,10.41,36.58,41.17,26.84,42.8,47.46,75.05,77.44,65.36,83.67,0.0039144,0.52618438,3.3088071,1317885000,6795,14.2308609330803,4.81676767378831,0,62.982349395752,0,0
CHN,2008,21.73,33.33,10.74,37.01,41.03,27.49,42.84,47.2,76.23,78.65,65.96,84.2,0.000434925,,,1324655000,7413,9.65067891955702,5.92525137041095,0,61.8657989501953,1,0
CHN,2009,21.54,33.26,10.77,36.75,41.28,27.06,42.88,47.62,76.63,78.96,66.08,84.79,0.01442285,,,1331260000,8069,9.39872563237978,-0.728165250932952,0,61.5959281921387,0,0
CHN,2010,21.92,34.85,10.41,36.51,41.29,27.19,43.37,47.19,76.26,78.13,67.57,85.22,0.080236525,,,1337705000,8885,10.6358710646812,3.17532475269199,0,62.2062301635742,0,0
CHN,2011,21.43,33.45,10.74,36.53,41.23,28.29,42.99,47.25,76.98,78.73,68.46,85.68,0.005913725,,,1345035000,9687,9.55083217886229,5.55389892257492,0,62.3306159973145,0,0
CHN,2012,21.04,32.76,11.15,36.3,42.06,28.4,43.2,48.75,70.62,70.5,69.02,86.22,0.059233175,,,1354190000,10398,7.86373644866194,2.61952432645544,0,62.4011154174805,0,0
CHN,2013,18.75,31.87,8.68,34.19,43.53,28.63,44.18,50.53,71.31,71.07,69.83,86.65,0.040483225,0.63131458,3.3217018,1363240000,11150,7.766150097539,2.62105001748115,0,63.2202796936035,0,0
CHN,2014,18.67,32.76,8.65,33.62,43.61,28.71,44.39,50.5,71.93,71.76,70.13,86.89,0.04209035,,,1371860000,11917,7.42576365645755,1.92164162788521,0,63.7881164550781,0,0
CHN,2015,17.49,32.81,9.18,31.13,42.87,28.97,42.7,50.57,72.43,71.59,73.02,87.4,0.033688275,,,1379860000,12692,7.04132887865481,1.43702380935655,0,63.2280921936035,0,0
CHN,2016,17.24,32.66,8.71,30.9,42.83,28.83,42.64,50.59,72.14,71.95,69.91,87.82,0.02707925,,,1387790000,13488,6.84876220503246,2.00000182191941,0,63.5593147277832,0,0
CHN,2017,16.6,32.3,10.85,29.33,43.05,28.97,43.08,50.55,73.45,72.43,74.62,88.1,0.02659,,,1396215000,14344,6.94720079327288,1.59313600071434,0,64.274169921875,0,0
CHN,2018,14.65,33.33,9.89,25.85,44.61,28.92,43.46,53.11,73.15,72.84,71.0,88.68,0.0584686,0.63979548,3.4199758,1402760000,15243,6.74977383247717,2.07479039965578,0,64.3372039794922,0,0
CHN,2019,13.79,32.47,11.53,24.12,44.41,28.56,43.05,53.14,73.82,72.37,75.95,88.91,0.088743825,,,1407745000,16092,5.94971423273162,2.89923416358227,0,64.5666961669922,0,0
CIV,2000,56.99,42.86,58.04,73.99,39.1,18.22,47.7,40.78,20.88,26.17,21.1,41.05,0.05161845,,,16454660,2706,-0.265789463930574,2.53077516737993,1,46.4088439941406,0,0
CIV,2001,55.31,35.67,58.3,74.84,38.69,17.03,46.89,40.71,23.6,27.57,29.71,41.73,0.03993285,,,16853027,2695,-2.15401249064085,4.36152914007253,1,47.2615966796875,0,0
CIV,2002,57.49,48.15,58.36,73.7,37.95,14.66,46.97,39.67,23.71,27.77,28.46,42.81,0.036083525,,,17231539,2644,-2.73052647390831,3.0772648515743,1,47.5352439880371,1,0
CIV,2003,57.3,47.91,58.21,72.69,38.26,16.12,47.48,39.69,21.98,25.53,28.74,42.82,0.16118035,,,17599613,2603,-4.72586658540438,3.29680746974211,1,47.0804786682129,1,0
CIV,2004,57.21,47.84,58.24,73.14,38.16,16.6,47.13,39.72,28.96,34.02,29.67,43.24,0.14370465,,,17970493,2623,3.18503822835623,1.4579883560074,1,48.2303581237793,1,0
CIV,2005,56.55,47.65,58.33,70.91,38.29,17.75,47.18,39.72,29.47,35.36,24.23,47.61,0.142469375,,,18354513,2660,0.996065562355184,3.8858303988648,1,48.331428527832,0,0
CIV,2006,56.55,48.08,58.33,71.05,38.56,18.89,47.37,39.81,29.12,33.75,28.57,48.6,0.16410065,,,18754914,2696,2.8155785956077,2.46719148596913,1,49.4807739257812,0,0
CIV,2007,57.02,47.96,58.42,71.86,38.59,19.34,47.54,39.81,28.41,34.33,24.47,45.11,0.127423975,,,19171250,2738,1.10142976462011,1.89200629349599,1,49.9837951660156,0,0
CIV,2008,56.88,48.06,58.51,71.81,38.18,19.61,46.58,39.74,31.75,38.05,24.52,48.63,0.053908225,,,19605568,2801,4.7826659809467,6.3085276915258,1,50.4215621948242,0,0
CIV,2009,56.63,47.7,58.33,71.5,38.72,18.65,47.86,39.71,27.06,32.55,23.78,46.83,0.035658525,,,20059147,2886,3.60332156616285,1.01950457731134,1,51.0476570129395,0,0
CIV,2010,58.73,48.13,63.11,70.67,38.8,18.17,47.83,39.91,33.42,40.22,24.52,47.68,0.02753845,,,20532944,2939,6.84804940048411,1.2264561213548,1,51.4557609558105,0,0
CIV,2011,59.12,52.36,62.93,70.6,45.31,16.11,52.15,49.15,30.65,36.77,25.67,45.97,0.035363675,,,21028652,2811,-5.370447240982,4.91243395052462,1,51.0253524780273,1,0
CIV,2012,60.38,53.04,63.67,72.07,49.84,18.67,60.57,50.16,33.39,39.58,27.98,46.16,0.0380334,,,21547188,3032,7.62041176266106,1.30451119915595,1,51.7335739135742,0,0
CIV,2013,60.82,52.94,63.96,71.74,50.36,18.87,64.56,47.62,33.14,38.24,29.7,50.29,0.055029025,,,22087506,3247,10.7602131317607,2.5811703725294,1,52.128604888916,0,0
CIV,2014,61.35,53.83,63.49,73.06,50.58,18.18,65.18,47.6,34.47,39.62,30.24,51.22,0.115184975,,,22647672,3463,9.37199994218834,0.44868207676614,1,52.4623184204102,0,0
CIV,2015,64.22,53.3,69.77,72.92,50.87,18.74,65.79,47.59,36.85,42.34,31.26,52.28,0.08526845,,,23226148,3701,7.1940906452612,1.25149954781474,1,51.0961647033691,0,0
CIV,2016,64.55,53.37,70.15,73.04,51.6,19.45,67.78,47.19,40.31,46.27,32.17,53.89,0.090596025,,,23822726,4083,7.17920782392478,0.723178457513252,2,51.8876457214355,0,0
CIV,2017,64.19,51.14,70.62,72.57,50.54,19.95,68.37,44.57,43.97,50.38,33.2,55.28,0.1045732,,,24437475,4462,7.35963808821695,0.685881065304644,2,53.3155288696289,0,0
CIV,2018,63.99,51.76,70.41,73.21,49.16,20.36,65.15,44.72,46.14,53.14,32.14,57.03,0.065877525,,,25069226,4843,6.89028431967284,0.359409031380664,2,53.4061012268066,0,0
CIV,2019,63.11,48.71,70.32,71.93,47.81,16.91,61.51,45.71,45.39,51.71,32.75,58.45,0.102878525,,,25716554,5213,6.23170951305083,-1.10686343994202,2,53.3857154846191,0,0
CMR,2000,44.67,32.44,46.37,64.16,24.55,19.45,30.31,27.72,33.93,44.35,20.1,33.17,0.005296575,,,15513944,2751,3.83241779532237,1.22719012976135,1,40.9075355529785,0,0
CMR,2001,44.72,32.16,46.34,63.99,24.81,21.22,30.73,27.69,36.31,44.14,30.69,36.98,0,,,15928910,2796,4.32426119217317,4.41977245881143,1,42.0762405395508,0,0
CMR,2002,46.02,32.49,49.27,63.9,24.84,21.88,30.64,27.63,36.32,44.06,31.61,35.72,0.012746675,,,16357605,2838,4.47702682895878,2.83442260128067,1,42.9774589538574,0,0
CMR,2003,45.96,32.13,49.39,63.97,24.62,19.46,30.57,27.61,30.35,36.44,31.54,36.75,0.022927725,,,16800869,2889,5.45315369080524,0.62316355737432,1,43.1242294311523,0,0
CMR,2004,45.83,32.01,49.53,63.99,24.55,18.29,30.57,27.6,36.67,44.37,30.7,38.42,0.0524855,,,17259322,3003,7.04886282296138,0.233647380067603,1,44.0066108703613,0,0
CMR,2005,45.58,30.47,49.71,63.92,23.88,19.95,28.93,27.59,36.46,45.45,25.13,38.87,0.050349,,,17733408,2982,2.22827020600621,2.01353950175986,1,43.852294921875,0,0
CMR,2006,45.55,30.25,49.56,63.94,23.93,20.41,28.85,27.61,29.89,35.82,28.98,40.39,0.04139765,,,18223677,3002,3.80958327257856,5.11757816019468,1,43.9390258789062,0,0
CMR,2007,45.36,30.42,49.53,64.25,23.82,21.37,28.48,27.58,31.42,36.97,32.7,40.16,0.016244475,,,18730283,3064,4.32758901288912,0.921402245650111,1,45.3767204284668,0,0
CMR,2008,45.55,30.4,49.53,64.51,23.86,20.97,28.47,27.7,35.75,42.35,31.76,42.12,0.010573,,,19252674,3085,2.84767788923097,5.337806276275,1,45.7862739562988,0,0
CMR,2009,45.74,30.25,49.56,64.8,23.95,22.09,28.48,27.81,36.02,42.85,30.58,43.04,0.001087475,,,19789922,3067,2.57925177530984,3.04361847939997,1,45.4515686035156,0,0
CMR,2010,45.8,30.4,49.74,64.54,23.82,19.52,28.47,27.86,41.12,49.44,29.26,44.15,0,,,20341236,3086,2.89902472402312,1.27538046242341,1,45.3913917541504,0,0
CMR,2011,46.85,30.45,51.97,64.87,23.78,20.62,28.16,27.92,42.39,49.6,34.97,44.97,0.017101825,,,20906392,3127,3.3792112877077,2.93969946305094,1,46.8332977294922,0,0
CMR,2012,46.68,30.18,52.0,64.96,24.63,22.43,29.76,27.88,47.73,56.39,33.99,45.97,0.04309205,,,21485267,3181,4.62597871941652,2.74253407543984,1,48.3425903320312,0,0
CMR,2013,46.02,26.6,54.14,63.07,19.26,22.72,27.05,19.92,40.99,47.77,33.72,46.99,0.0473175,,,22077300,3263,4.99552915947218,2.05908683974933,1,49.0861854553223,0,0
CMR,2014,45.88,26.45,54.02,63.11,19.42,23.33,27.18,20.0,43.61,50.32,36.51,47.53,0.085561675,,,22681853,3363,5.71981814402645,1.8341307814992,1,50.577278137207,0,0
CMR,2015,45.99,26.53,54.05,62.88,19.26,23.78,26.98,19.97,45.82,53.66,33.65,48.92,0.1095658,,,23298376,3459,5.66695299105416,2.68598277212217,1,50.6042747497559,0,0
CMR,2016,44.12,27.08,55.75,57.12,15.41,21.93,25.71,13.83,47.18,55.19,33.73,49.76,0.152581175,,,23926549,3524,4.53579423569734,0.861740257759474,1,50.4020042419434,1,0
CMR,2017,42.44,27.9,54.08,55.39,13.76,21.21,22.49,13.56,51.47,60.49,33.76,50.7,0.114605475,,,24566070,3555,3.54117654926007,0.64267352185089,1,49.7325782775879,1,0
CMR,2018,39.49,27.7,45.37,57.15,13.82,22.1,22.51,13.5,47.79,56.24,31.18,51.68,0.01405515,,,25216261,3604,3.9555142403664,1.0742994515814,1,50.1979789733887,1,0
CMR,2019,38.69,25.08,45.22,57.15,14.64,21.84,24.68,13.35,49.47,57.96,32.34,52.57,0.05645445,,,25876387,3642,3.47505997865608,2.45280214062733,1,50.4076232910156,1,0
COD,2000,31.85,20.9,15.28,54.63,12.05,8.79,15.38,18.26,21.28,36.0,7.08,4.83,0.0132087,,,47105830,752,-6.91092731652101,513.906843747536,0,,0,0
COD,2001,34.47,21.14,18.95,55.06,12.5,10.9,15.84,18.43,21.27,36.27,5.57,4.91,0.0315606,,,48428534,716,-2.10017302488846,359.936614264586,0,,0,0
COD,2002,35.27,22.05,20.76,55.06,12.58,11.8,15.83,18.43,21.96,36.75,7.06,5.44,0.04313185,,,49871670,715,2.94776518359767,31.5225826025495,0,,0,0
COD,2003,39.9,32.59,24.02,54.85,12.4,10.74,15.39,18.63,23.01,37.09,10.58,5.98,0.021644,,,51425583,733,5.57782231144424,12.8739657187405,0,,0,0
COD,2004,41.66,35.16,24.02,56.41,11.97,11.66,14.4,18.58,24.4,38.91,10.01,6.59,0.0580117,,,53068869,758,6.73837393324294,3.9943840081597,0,,0,0
COD,2005,42.85,34.97,24.2,57.26,12.19,12.17,14.32,18.81,24.74,39.81,9.31,4.62,0.07639275,,,54785894,779,6.13515115548972,21.3168167229341,0,,1,0
COD,2006,48.78,37.62,59.68,57.67,13.74,13.24,14.44,21.63,26.65,40.91,12.79,7.64,0.046774525,,,56578046,794,5.32097956548998,13.0526949745101,1,,1,0
COD,2007,48.89,37.3,59.62,57.83,14.1,14.52,14.7,21.9,27.25,40.89,13.68,11.21,0.040456725,,,58453687,817,6.25947776437397,16.945100654195,1,,1,0
COD,2008,49.08,37.45,59.53,57.86,14.27,16.55,14.68,22.03,27.94,41.77,15.14,8.91,0.0416586,,,60411195,840,6.22589426869193,17.3013845700157,1,,1,0
COD,2009,49.22,38.12,59.62,57.93,14.35,15.83,14.62,22.24,28.39,42.33,14.96,9.34,0.010339725,,,62448572,836,2.85506401011484,2.79999999999981,1,,0,0
COD,2010,48.8,38.03,57.95,59.49,14.57,16.59,14.64,22.59,29.66,43.56,15.85,10.08,0,,,64563853,866,7.10797657581392,7.10000000000038,1,,0,0
COD,2011,46.41,38.0,53.05,59.13,14.57,16.72,14.49,22.59,30.46,44.4,16.6,10.59,0.01514605,,,66755151,895,6.8746708900163,15.316515913949,1,,1,0
COD,2012,46.1,37.79,53.32,58.83,14.62,17.29,14.64,22.5,30.3,44.2,15.55,11.56,0.16169075,,,69020749,927,7.08689894671942,9.72182806273363,1,,0,0
COD,2013,43.68,30.13,52.52,58.28,13.05,17.67,16.34,17.99,30.89,45.08,15.26,11.47,0.099553025,,,71358804,972,8.48195663608755,0.80822310148707,1,,0,0
COD,2014,44.28,30.57,52.46,58.76,13.23,19.37,16.15,18.24,33.54,48.75,14.52,10.5,0.09362965,,,73767445,1030,9.47028809714084,1.24303889760763,1,,0,0
COD,2015,43.4,29.61,51.79,58.45,13.12,20.16,15.7,18.3,34.54,49.24,16.29,12.78,0.27770275,,,76244532,1065,6.91616712035345,0.744198994781499,1,,0,0
COD,2016,42.3,29.22,51.59,56.55,12.81,17.45,15.69,18.14,35.72,50.09,18.13,13.32,0.267356,,,78789130,1056,2.39939891413687,2.88585107290009,1,,1,0
COD,2017,41.66,27.08,51.88,55.77,10.25,16.92,10.35,17.92,36.67,50.99,19.63,14.02,0.238257625,,,81398765,1060,3.72694765333267,,1,,0,0
COD,2018,41.86,25.85,52.08,56.72,13.12,18.43,15.93,18.42,36.84,52.3,14.5,14.45,0.15515665,,,84068092,1086,5.82112109989339,,1,,0,0
COD,2019,46.16,28.04,54.25,61.81,21.87,18.38,25.86,26.59,38.84,53.46,19.89,14.91,0.23067805,,,86790568,1098,4.38452888103882,,1,,0,0
